AK,Housing and Community Development,0,0,0,0,0,0,0
AK,Natural Resources,"1,954","12,233,963",40,"118,434","1,971","1,994","12,352,397"
AK,Water Supply,0,0,0,0,0,0,0
AK,Electric Power,0,0,0,0,0,0,0
AK,Gas Supply,0,0,0,0,0,0,0
AK,Transit,0,0,0,0,0,0,0
AK,Education Total,"6,336","38,485,604","4,586","7,104,021","7,929","10,922","45,589,625"
AK,Education - Elementary and Secondary Total,"2,672","13,006,024","1,300","1,646,123","3,153","3,972","14,652,147"
AK,Education - Elementary and Secondary Instructional,"1,954","10,092,953",680,"927,612","2,228","2,634","11,020,565"
AK,Education - Elementary and Secondary Other,718,"2,913,071",620,"718,511",925,"1,338","3,631,582"
AK,Education - Higher Education Total,"3,279","23,162,458","3,210","5,406,765","4,368","6,489","28,569,223"
AK,Education - Higher Education Instructional,"1,027","9,476,076","1,019","2,471,642","1,389","2,046","11,947,718"
AK,Education - Higher Education Other,"2,252","13,686,382","2,191","2,935,123","2,979","4,443","16,621,505"
AK,Education - Other,385,"2,317,122",76,"51,133",408,461,"2,368,255"
AK,Libraries,0,0,0,0,0,0,0
AK,State liquor stores,0,0,0,0,0,0,0
AK,All other and unallocable,"2,009","13,631,490",8,"16,898","2,012","2,017","13,648,388"
AZ,Total - All Government Employment Functions,"62,701","347,156,534","33,139","38,403,453","75,281","95,840","385,559,987"
AZ,Financial Administration,"2,145","10,363,540",42,"92,522","2,165","2,187","10,456,062"
AZ,Other Government Administration,672,"3,289,523",118,"231,331",728,790,"3,520,854"
AZ,Judicial and Legal,"2,339","11,835,444",83,"238,124","2,384","2,422","12,073,568"
AZ,Police Protection Total,"1,956","11,333,374",38,"54,799","1,968","1,994","11,388,173"
AZ,Police Protection - Persons with Power of Arrest,"1,189","7,589,196",0,0,"1,189","1,189","7,589,196"
AZ,Police Protection - Other,767,"3,744,178",38,"54,799",779,805,"3,798,977"
AZ,Fire Protection Total,0,0,0,0,0,0,0
AZ,Fire Protection - Firefighters,0,0,0,0,0,0,0
AZ,Fire Protection - Other,0,0,0,0,0,0,0
AZ,Corrections,"9,014","37,878,676",57,"150,974","9,044","9,071","38,029,650"
AZ,Highways,"2,469","10,719,838",10,"11,788","2,472","2,479","10,731,626"
AZ,Air Transportation,0,0,0,0,0,0,0
AZ,Sea and Inland Port Facilities,0,0,0,0,0,0,0
AZ,Public Welfare,"6,494","24,193,600",43,"79,627","6,521","6,537","24,273,227"
AZ,Health,"2,360","11,195,449",29,"84,039","2,376","2,389","11,279,488"
AZ,Hospitals,558,"2,625,822",51,"296,338",588,609,"2,922,160"
AZ,Social Insurance Administration,"2,183","7,683,749",19,"29,155","2,193","2,202","7,712,904"
AZ,Solid Waste Management,0,0,0,0,0,0,0
AZ,Sewerage,0,0,0,0,0,0,0
AZ,Parks and Recreation,316,"1,076,754",0,0,316,316,"1,076,754"
AZ,Housing and Community Development,0,0,0,0,0,0,0
AZ,Natural Resources,"1,515","6,629,483",163,"278,469","1,600","1,678","6,907,952"
AZ,Water Supply,0,0,0,0,0,0,0
AZ,Electric Power,6,"49,817",0,0,6,6,"49,817"
AZ,Gas Supply,0,0,0,0,0,0,0
AZ,Transit,0,0,0,0,0,0,0
AZ,Education Total,"27,810","193,732,766","32,314","36,604,795","40,003","60,124","230,337,561"
AZ,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
AZ,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
AZ,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
AZ,Education - Higher Education Total,"25,928","185,923,086","31,749","35,135,666","37,797","57,677","221,058,752"
AZ,Education - Higher Education Instructional,"8,867","81,829,414","12,361","15,958,777","13,523","21,228","97,788,191"
AZ,Education - Higher Education Other,"17,061","104,093,672","19,388","19,176,889","24,274","36,449","123,270,561"
AZ,Education - Other,"1,882","7,809,680",565,"1,469,129","2,206","2,447","9,278,809"
AZ,Libraries,0,0,0,0,0,0,0
AZ,State liquor stores,0,0,0,0,0,0,0
AZ,All other and unallocable,"2,864","14,548,699",172,"251,492","2,917","3,036","14,800,191"
AR,Total - All Government Employment Functions,"57,578","271,720,880","15,918","18,023,370","62,993","73,496","289,744,250"
AR,Financial Administration,"2,147","9,123,695",19,"26,828","2,160","2,166","9,150,523"
AR,Other Government Administration,797,"4,125,449",6,"15,835",800,803,"4,141,284"
AR,Judicial and Legal,"1,533","6,801,414",151,"501,693","1,610","1,684","7,303,107"
AR,Police Protection Total,"1,432","6,187,991",8,"13,585","1,436","1,440","6,201,576"
AR,Police Protection - Persons with Power of Arrest,659,"3,413,894",0,0,659,659,"3,413,894"
AR,Police Protection - Other,773,"2,774,097",8,"13,585",777,781,"2,787,682"
AR,Fire Protection Total,0,0,0,0,0,0,0
AR,Fire Protection - Firefighters,0,0,0,0,0,0,0
AR,Fire Protection - Other,0,0,0,0,0,0,0
AR,Corrections,"5,470","19,314,321",28,"81,117","5,485","5,498","19,395,438"
AR,Highways,"3,605","14,008,628",0,0,"3,605","3,605","14,008,628"
AR,Air Transportation,5,"26,740",0,0,5,5,"26,740"
AR,Sea and Inland Port Facilities,0,0,0,0,0,0,0
AR,Public Welfare,"4,285","15,745,603",9,"20,568","4,289","4,294","15,766,171"
AR,Health,"3,062","13,425,633",75,"192,043","3,102","3,137","13,617,676"
AR,Hospitals,"6,955","30,171,002",785,"1,748,259","7,488","7,740","31,919,261"
AR,Social Insurance Administration,"1,186","4,933,567",12,"68,552","1,195","1,198","5,002,119"
AR,Solid Waste Management,0,0,0,0,0,0,0
AR,Sewerage,0,0,0,0,0,0,0
AR,Parks and Recreation,"1,233","3,276,436",48,"52,101","1,251","1,281","3,328,537"
AR,Housing and Community Development,0,0,0,0,0,0,0
AR,Natural Resources,"1,787","7,220,785",207,"317,248","1,862","1,994","7,538,033"
AR,Water Supply,0,0,0,0,0,0,0
AR,Electric Power,0,0,0,0,0,0,0
AR,Gas Supply,0,0,0,0,0,0,0
AR,Transit,0,0,0,0,0,0,0
AR,Education Total,"22,301","130,020,005","14,552","14,951,864","26,918","36,853","144,971,869"
AR,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
AR,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
AR,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
AR,Education - Higher Education Total,"21,141","125,098,019","14,542","14,935,314","25,752","35,683","140,033,333"
AR,Education - Higher Education Instructional,"6,772","60,765,295","5,188","7,542,592","8,736","11,960","68,307,887"
AR,Education - Higher Education Other,"14,369","64,332,724","9,354","7,392,722","17,016","23,723","71,725,446"
AR,Education - Other,"1,160","4,921,986",10,"16,550","1,166","1,170","4,938,536"
AR,Libraries,37,"144,653",1,"1,054",37,38,"145,707"
AR,State liquor stores,0,0,0,0,0,0,0
AR,All other and unallocable,"1,743","7,194,958",17,"32,623","1,750","1,760","7,227,581"
CA,Total - All Government Employment Functions,"369,611","2,840,259,496","181,353","493,327,134","441,004","550,964","3,333,586,630"
CA,Financial Administration,"26,153","159,767,133","2,938","4,702,938","28,111","29,091","164,470,071"
CA,Other Government Administration,"4,103","28,891,334",208,"798,841","4,224","4,311","29,690,175"
CA,Judicial and Legal,"6,282","51,900,181",401,"1,193,341","6,472","6,683","53,093,522"
CA,Police Protection Total,"10,960","95,863,098",164,"354,690","11,030","11,124","96,217,788"
CA,Police Protection - Persons with Power of Arrest,"7,766","78,014,908",33,"55,110","7,768","7,799","78,070,018"
CA,Police Protection - Other,"3,194","17,848,190",131,"299,580","3,262","3,325","18,147,770"
CA,Fire Protection Total,0,0,0,0,0,0,0
CA,Fire Protection - Firefighters,0,0,0,0,0,0,0
CA,Fire Protection - Other,0,0,0,0,0,0,0
CA,Corrections,"60,692","528,633,564","1,420","6,087,623","61,678","62,112","534,721,187"
CA,Highways,"19,697","179,610,059",845,"5,205,577","20,412","20,542","184,815,636"
CA,Air Transportation,0,0,0,0,0,0,0
CA,Sea and Inland Port Facilities,0,0,0,0,0,0,0
CA,Public Welfare,"8,641","50,866,815",749,"2,376,675","8,956","9,390","53,243,490"
CA,Health,"15,695","118,024,852","1,528","7,085,226","16,633","17,223","125,110,078"
CA,Hospitals,"32,061","316,276,746","21,888","183,654,765","47,845","53,949","499,931,511"
CA,Social Insurance Administration,"12,662","79,618,216",722,"2,802,638","13,150","13,384","82,420,854"
CA,Solid Waste Management,680,"4,826,106",35,"93,090",702,715,"4,919,196"
CA,Sewerage,0,0,0,0,0,0,0
CA,Parks and Recreation,"2,326","14,641,694","2,506","4,793,747","3,829","4,832","19,435,441"
CA,Housing and Community Development,0,0,0,0,0,0,0
CA,Natural Resources,"15,386","114,611,116","3,665","7,809,828","17,989","19,051","122,420,944"
CA,Water Supply,0,0,0,0,0,0,0
CA,Electric Power,0,0,0,0,0,0,0
CA,Gas Supply,0,0,0,0,0,0,0
CA,Transit,0,0,0,0,0,0,0
CA,Education Total,"135,981","969,909,506","143,415","264,140,253","181,308","279,396","1,234,049,759"
CA,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
CA,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
CA,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
CA,Education - Higher Education Total,"131,898","944,953,689","142,963","263,280,048","177,010","274,861","1,208,233,737"
CA,Education - Higher Education Instructional,"32,649","351,217,656","38,834","98,318,577","46,812","71,483","449,536,233"
CA,Education - Higher Education Other,"99,249","593,736,033","104,129","164,961,471","130,198","203,378","758,697,504"
CA,Education - Other,"4,083","24,955,817",452,"860,205","4,298","4,535","25,816,022"
CA,Libraries,0,0,0,0,0,0,0
CA,State liquor stores,0,0,0,0,0,0,0
CA,All other and unallocable,"18,292","126,819,076",869,"2,227,902","18,665","19,161","129,046,978"
CO,Total - All Government Employment Functions,"72,310","477,135,987","45,510","70,269,699","96,649","117,820","547,405,686"
CO,Financial Administration,"3,074","18,793,423",87,"210,800","3,127","3,161","19,004,223"
CO,Other Government Administration,485,"2,664,850",159,"505,301",605,644,"3,170,151"
CO,Judicial and Legal,"5,105","32,503,839",431,"1,629,077","5,425","5,536","34,132,916"
CO,Police Protection Total,"1,427","10,817,279",3,"21,014","1,428","1,430","10,838,293"
CO,Police Protection - Persons with Power of Arrest,843,"7,227,647",0,0,843,843,"7,227,647"
CO,Police Protection - Other,584,"3,589,632",3,"21,014",585,587,"3,610,646"
CO,Fire Protection Total,0,0,0,0,0,0,0
CO,Fire Protection - Firefighters,0,0,0,0,0,0,0
CO,Fire Protection - Other,0,0,0,0,0,0,0
CO,Corrections,"7,385","36,079,373",52,"225,442","7,430","7,437","36,304,815"
CO,Highways,"3,003","15,966,593",211,"618,030","3,143","3,214","16,584,623"
CO,Air Transportation,0,0,0,0,0,0,0
CO,Sea and Inland Port Facilities,0,0,0,0,0,0,0
CO,Public Welfare,"2,264","11,684,550",172,"475,355","2,386","2,436","12,159,905"
CO,Health,"1,450","9,250,924",113,"395,007","1,541","1,563","9,645,931"
CO,Hospitals,"3,813","19,068,911",385,"953,036","4,266","4,198","20,021,947"
CO,Social Insurance Administration,"1,159","5,924,849",110,"301,418","1,255","1,269","6,226,267"
CO,Solid Waste Management,0,0,0,0,0,0,0
CO,Sewerage,0,0,0,0,0,0,0
CO,Parks and Recreation,"1,075","5,880,881",318,"471,793","1,194","1,393","6,352,674"
CO,Housing and Community Development,0,0,0,0,0,0,0
CO,Natural Resources,"1,070","6,383,230",197,"467,125","1,180","1,267","6,850,355"
CO,Water Supply,0,0,0,0,0,0,0
CO,Electric Power,0,0,0,0,0,0,0
CO,Gas Supply,0,0,0,0,0,0,0
CO,Transit,0,0,0,0,0,0,0
CO,Education Total,"39,186","291,208,232","43,233","63,886,327","61,822","82,419","355,094,559"
CO,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
CO,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
CO,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
CO,Education - Higher Education Total,"38,438","286,571,110","42,958","63,224,797","60,951","81,396","349,795,907"
CO,Education - Higher Education Instructional,"16,964","171,243,315","16,679","36,504,262","27,773","33,643","207,747,577"
CO,Education - Higher Education Other,"21,474","115,327,795","26,279","26,720,535","33,178","47,753","142,048,330"
CO,Education - Other,748,"4,637,122",275,"661,530",871,"1,023","5,298,652"
CO,Libraries,0,0,0,0,0,0,0
CO,State liquor stores,0,0,0,0,0,0,0
CO,All other and unallocable,"1,814","10,909,053",39,"109,974","1,847","1,853","11,019,027"
CT,Total - All Government Employment Functions,"49,757","342,878,820","25,464","42,655,003","59,635","75,221","385,533,823"
CT,Financial Administration,"1,404","10,105,749",77,"178,119","1,442","1,481","10,283,868"
CT,Other Government Administration,"1,252","8,697,097",221,"797,047","1,398","1,473","9,494,144"
CT,Judicial and Legal,"5,171","36,290,777",200,"395,339","5,221","5,371","36,686,116"
CT,Police Protection Total,"1,689","15,627,610",103,"189,849","1,703","1,792","15,817,459"
CT,Police Protection - Persons with Power of Arrest,"1,078","11,485,262",0,0,"1,078","1,078","11,485,262"
CT,Police Protection - Other,611,"4,142,348",103,"189,849",625,714,"4,332,197"
CT,Fire Protection Total,0,0,0,0,0,0,0
CT,Fire Protection - Firefighters,0,0,0,0,0,0,0
CT,Fire Protection - Other,0,0,0,0,0,0,0
CT,Corrections,"6,202","32,817,180",128,"287,584","6,265","6,330","33,104,764"
CT,Highways,"3,104","19,276,256",1,"6,584","3,105","3,105","19,282,840"
CT,Air Transportation,147,"1,024,186",0,0,147,147,"1,024,186"
CT,Sea and Inland Port Facilities,0,0,0,0,0,0,0
CT,Public Welfare,"4,897","31,767,565",242,"249,496","5,093","5,139","32,017,061"
CT,Health,"2,924","18,535,160",305,"1,170,958","3,084","3,229","19,706,118"
CT,Hospitals,"4,590","30,569,118","1,489","7,281,375","5,893","6,079","37,850,493"
CT,Social Insurance Administration,446,"3,295,446",1,"4,641",447,447,"3,300,087"
CT,Solid Waste Management,29,"255,770",1,"2,967",30,30,"258,737"
CT,Sewerage,0,0,0,0,0,0,0
CT,Parks and Recreation,258,"933,441",308,"119,814",365,566,"1,053,255"
CT,Housing and Community Development,40,"298,240",0,0,40,40,"298,240"
CT,Natural Resources,643,"4,045,343",391,"291,237",811,"1,034","4,336,580"
CT,Water Supply,0,0,0,0,0,0,0
CT,Electric Power,0,0,0,0,0,0,0
CT,Gas Supply,0,0,0,0,0,0,0
CT,Transit,0,0,0,0,0,0,0
CT,Education Total,"14,986","115,392,433","21,717","31,241,531","22,511","36,703","146,633,964"
CT,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
CT,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
CT,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
CT,Education - Higher Education Total,"12,366","96,703,052","20,810","29,466,648","19,458","33,176","126,169,700"
CT,Education - Higher Education Instructional,"4,861","46,776,573","8,374","19,930,930","7,886","13,235","66,707,503"
CT,Education - Higher Education Other,"7,505","49,926,479","12,436","9,535,718","11,572","19,941","59,462,197"
CT,Education - Other,"2,620","18,689,381",907,"1,774,883","3,053","3,527","20,464,264"
CT,Libraries,0,0,0,0,0,0,0
CT,State liquor stores,0,0,0,0,0,0,0
CT,All other and unallocable,"1,975","13,947,449",280,"438,462","2,080","2,255","14,385,911"
DE,Total - All Government Employment Functions,"22,998","122,441,915","9,257","15,596,385","26,726","32,255","138,038,300"
DE,Financial Administration,782,"2,907,326",19,"27,023",789,801,"2,934,349"
DE,Other Government Administration,558,"2,398,481",63,"116,832",570,621,"2,515,313"
DE,Judicial and Legal,"1,827","9,044,629",51,"130,676","1,860","1,878","9,175,305"
DE,Police Protection Total,"1,094","8,387,001",15,"31,029","1,103","1,109","8,418,030"
DE,Police Protection - Persons with Power of Arrest,871,"7,204,869",7,"14,953",875,878,"7,219,822"
DE,Police Protection - Other,223,"1,182,132",8,"16,076",228,231,"1,198,208"
DE,Fire Protection Total,0,0,0,0,0,0,0
DE,Fire Protection - Firefighters,0,0,0,0,0,0,0
DE,Fire Protection - Other,0,0,0,0,0,0,0
DE,Corrections,"2,824","13,443,978",43,"70,428","2,852","2,867","13,514,406"
DE,Highways,"1,507","5,620,395",0,0,"1,507","1,507","5,620,395"
DE,Air Transportation,0,0,0,0,0,0,0
DE,Sea and Inland Port Facilities,0,0,0,0,0,0,0
DE,Public Welfare,"1,437","4,920,231",164,"364,899","1,548","1,601","5,285,130"
DE,Health,"1,874","7,268,468",182,"388,124","1,987","2,056","7,656,592"
DE,Hospitals,"1,155","4,092,452",65,"120,643","1,191","1,220","4,213,095"
DE,Social Insurance Administration,258,"822,623",19,"26,888",266,277,"849,511"
DE,Solid Waste Management,101,"515,327",15,"35,898",112,116,"551,225"
DE,Sewerage,0,0,0,0,0,0,0
DE,Parks and Recreation,326,"946,108",59,"87,458",346,385,"1,033,566"
DE,Housing and Community Development,0,0,0,0,0,0,0
DE,Natural Resources,418,"2,081,648",78,"122,857",457,496,"2,204,505"
DE,Water Supply,0,0,0,0,0,0,0
DE,Electric Power,0,0,0,0,0,0,0
DE,Gas Supply,0,0,0,0,0,0,0
DE,Transit,964,"4,792,284",26,"42,412",978,990,"4,834,696"
DE,Education Total,"6,407","48,535,287","8,204","13,792,899","9,624","14,611","62,328,186"
DE,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
DE,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
DE,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
DE,Education - Higher Education Total,"6,080","46,442,105","8,179","13,742,752","9,287","14,259","60,184,857"
DE,Education - Higher Education Instructional,"1,652","17,416,669","1,588","2,905,406","2,189","3,240","20,322,075"
DE,Education - Higher Education Other,"4,428","29,025,436","6,591","10,837,346","7,098","11,019","39,862,782"
DE,Education - Other,327,"2,093,182",25,"50,147",337,352,"2,143,329"
DE,Libraries,0,0,0,0,0,0,0
DE,State liquor stores,0,0,0,0,0,0,0
DE,All other and unallocable,"1,466","6,665,677",254,"238,319","1,536","1,720","6,903,996"
FL,Total - All Government Employment Functions,"163,603","787,864,348","50,554","70,206,394","183,004","214,157","858,070,742"
FL,Financial Administration,"6,004","24,486,612",145,"219,274","6,070","6,149","24,705,886"
FL,Other Government Administration,"1,883","16,140,287",251,"345,497","1,986","2,134","16,485,784"
FL,Judicial and Legal,"19,324","86,837,334",697,"1,541,691","19,678","20,021","88,379,025"
FL,Police Protection Total,"4,161","18,045,375",273,"483,652","4,281","4,434","18,529,027"
FL,Police Protection - Persons with Power of Arrest,"2,303","10,020,551",13,"16,321","2,306","2,316","10,036,872"
FL,Police Protection - Other,"1,858","8,024,824",260,"467,331","1,975","2,118","8,492,155"
FL,Fire Protection Total,0,0,0,0,0,0,0
FL,Fire Protection - Firefighters,0,0,0,0,0,0,0
FL,Fire Protection - Other,0,0,0,0,0,0,0
FL,Corrections,"23,245","74,366,707",156,"187,240","23,305","23,401","74,553,947"
FL,Highways,"5,961","28,951,911",54,"33,912","5,976","6,015","28,985,823"
FL,Air Transportation,0,0,0,0,0,0,0
FL,Sea and Inland Port Facilities,0,0,0,0,0,0,0
FL,Public Welfare,"9,053","29,049,322",228,"271,967","9,154","9,281","29,321,289"
FL,Health,"16,761","52,738,287","1,309","2,063,664","17,530","18,070","54,801,951"
